ID,案件名稱,案件首圖,物件地址,售價(萬),總坪數,類型,樓層,總樓層,格局,網頁連結,比對地址,查地址,查戶籍,戶籍地址,是否已委託,更新時間,物件緯度,物件經度,戶籍緯度,戶籍經度
3432990,經典中正國寶參,https://res.sinyi.com.tw/buy/6294NF/bigimg/A.JPG,新北市永和區中正路,2980,52.39,電梯,2,11,1房2廳0衛,https://www.sinyi.com.tw/buy/house/6294NF?breadcrumb=list,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3432990,永和區中正路３７８號二樓之二,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182403818000?HostId=2&A10OnLineId=3432990,台北市文山區樟文里14鄰木新路三段344號,Y,2026-04-26 14:47,25.00110099325,121.517739985845,24.980351591939,121.555020092779
3432994,經典中正國寶貳,https://res.sinyi.com.tw/buy/1459QF/bigimg/A.JPG,新北市永和區中正路,3380,59.15,電梯,2,11,0房2廳0衛,https://www.sinyi.com.tw/buy/house/1459QF?breadcrumb=list,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3432994,永和區中正路３７８號二樓之一,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182403813000?HostId=2&A10OnLineId=3432994,台北市文山區樟文里14鄰木新路三段344號,Y,2026-04-26 14:47,25.00110099325,121.517739985845,24.980351591939,121.555020092779
937191,永和頂溪捷運站自主都更地坪大透天,https://yccdn.yungching.com.tw/v1/image/?key=NF58Ko5oaCvIpWXmf34dDAO_-676VE2IbvzFi_UvlYAafuBsO_LIsfIxG757LtxSqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVZBTVyE902uGua3iB7hgAAKPHTL2hxmCpYvJvW1CAemDnYnc5rlQbkFlxKzOddph2lckgJWQKtaPidrW-SgVAJ0q8fIjcFGU-hQFGymqo8g21doSW1ZZihP_njpYuw4QnprJ-indaUcKBd9hk8aZg8MnUezEOQMv6i9KPzq5D21B8MW899PE8ynnpmkhF_dmrIO2l_YXPGQr925gg1d9mkG3RFRGXpmVP&width=800&height=600,新北市永和區文化路,4980,37.18,透天,1,3,0房0廳0衛,https://buy.u-trust.com.tw/house/7036147,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=937191,永和區文化路９０巷９弄７號(多筆),,,N,2026-04-25 18:36,25.015773011845,121.5135730065,,
14287,永和福和稀有金店,https://yccdn.yungching.com.tw/v1/image/?key=NF58Ko5oaCsA2vyWu68zRFUHQBCwKuBEF_VEY0RIJ9nnLBjkRGQohcNqVIhe8VbpqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=0&height=0,新北市永和區林森路,1998,33.07,店面,1,7,0房1廳1衛,https://buy.yungching.com.tw/house/5607834,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=14287,永和區林森路７１號,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33185401555000?HostId=2&A10OnLineId=14287,台北市中正區河堤里１０鄰金門街３４巷１５號,N,2026-04-25 18:36,25.003972088454,121.524144598061,25.022183156117,121.52177360911
3154630,樂華低價黑土美寓,https://yccdn.yungching.com.tw/v1/image/?key=NF58Ko5oaCsTjnbgPY_opxhP0APjoS7ZogYmO0vLgkDoB68C6Zgcy9F_9ZEaPb3MqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=0&height=0,新北市永和區保平路,1110,19.28,公寓,3,5,2房1廳1衛,https://buy.yungching.com.tw/house/7297925,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3154630,永和區保平路２之１號三樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33185001427000?HostId=2&A10OnLineId=3154630,台北縣中和市連和里１２鄰連城路１４６號三樓,N,2026-04-25 18:36,25.007843982898,121.513077971299,24.998413000721,121.495060986604
3431516,正中和路金店面,https://app.houseflow.tw/HOUSE/ExploreCaseNew,新北市永和區中和路,3888,33.85,店面,1,5,3房2廳2衛,https://buy.yungching.com.tw/house/7328950,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3431516,永和區中和路１８７號(多筆),,,N,2026-04-25 18:36,24.999849930718,121.503392847339,,
3429088,守候時光寬心四房,https://res.sinyi.com.tw/buy/8089GW/bigimg/A.JPG,新北市永和區豫溪街,2468,41.01,電梯,6,7,4房2廳2衛,https://www.sinyi.com.tw/buy/house/8089GW?breadcrumb=list,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3429088,永和區豫溪街１３７之４號六樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184501358000?HostId=2&A10OnLineId=3429088,臺北縣永和市永興里３鄰豫溪街１３７之４號六樓,N,2026-04-25 18:36,25.0102720107,121.519854991473,25.0102720107,121.519854991473
3429036,仁愛特區長隄高樓套房,https://res.sinyi.com.tw/buy/1629JZ/bigimg/A.JPG,新北市永和區環河西路二段,610,7.67,套房,17,21,1房1廳1衛,https://www.sinyi.com.tw/buy/house/1629JZ?breadcrumb=list,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3429036,永和區環河西路二段２０９巷１１號十七樓之一(多筆),,,N,2026-04-25 18:36,25.010145988786,121.502259029775,,
3430752,秀朗國小✔方正三樓,https://image.houseprice.tw/p1-hpimage/MTA3NTQ2MjdocGltYWdl/c655521b4e4a4052_1024x768.jpg,新北市永和區得和路,1550,24.98,公寓,3,5,3房2廳1衛,https://buy.houseprice.tw/house/34731029_1049510/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3430752,永和區得和路１２３號三樓(多筆),,,N,2026-04-25 18:36,25.000340000261,121.518805996291,,
3430987,群義房屋🌺雙捷運精裝四房+車位,https://image.houseprice.tw/p1-hpimage/MTA3NjAwNzRocGltYWdl/3d3b9de181a04c1a_1477x1108.jpg,新北市永和區中正路,3280,44.91,車位,6,11,4房2廳2衛,https://buy.houseprice.tw/house/34739620_1022978/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3430987,永和區中正路５２７號六樓之五,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184301727000?HostId=2&A10OnLineId=3430987,不完整,Y,2026-04-26 14:47,25.007663981527,121.516823005638,,
3430726,⭐新邨兩房⭐永安捷運⭐永安市場|住商房屋邱哲,https://image.houseprice.tw/p1-hpimage/MTA3NjEzNDFocGltYWdl/a998d0d118a14006_800x600.jpg,新北市永和區秀朗路一段,1928,21.96,電梯,5,14,2房2廳1衛,https://buy.houseprice.tw/house/34741061_2485329/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3430726,永和區秀朗路一段８２號五樓之一,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184203679000?HostId=2&A10OnLineId=3430726,新北市永和區秀朗路一段82號五樓之1,Y,2026-04-25 18:36,25.005514987281,121.515840981862,25.005514987281,121.515840981862
3430738,萬大線比漾電梯3房,https://img.hbhousing.com.tw/pictures/A515%2fA515OS225495a.jpg?1776995697,新北市永和區中山路一段,5168,23.14,電梯,5,11,3房2廳1衛,https://buy.houseprice.tw/house/34734065_1049510/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3430738,永和區中山路一段２２９之１號五樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184902676000?HostId=2&A10OnLineId=3430738,新北市永和區福和里１６鄰福和路４１號五樓之一,Y,2026-04-26 14:47,25.007730617657,121.507958640115,25.007962000094,121.52345300723
3431084,🔥太平洋時代綠映美3+1房+車🏆️文怡,https://image.houseprice.tw/p1-hpimage/MTA3NjIxMTVocGltYWdl/22c1dec4573d4c5e_1477x1108.jpg,新北市永和區仁愛路,3700,57.17,電梯,4,22,4房2廳2衛,https://buy.houseprice.tw/house/34378809_305074/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3431084,永和區仁愛路３２５號四樓(多筆),,,N,2026-04-25 18:36,25.007591980979,121.503906576663,,
3430863,🌟新接|頂溪捷運|電梯2改3🌟住商房屋邱哲,https://img.hbhousing.com.tw/pictures/A182%2fA182OS225563a.jpg?1776566697,新北市永和區中正路,2298,34.65,電梯,7,11,2房2廳2衛,https://buy.houseprice.tw/house/34601988_2485329/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3430863,永和區中正路５２７號七樓之六,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184301733000?HostId=2&A10OnLineId=3430863,金門縣金城鎮東門里31鄰環島西路一段36號,Y,2026-04-25 18:36,25.007663981527,121.516823005638,24.429771039711,118.321343328507
3430888,頂溪竹林商辦收租2樓,https://img.hbhousing.com.tw/pictures/A515%2fA515OS224535a.jpg?1776997080,新北市永和區竹林路,2680,36.69,電梯,2,8,0房2廳1衛,https://buy.houseprice.tw/house/34734582_1049510/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3430888,永和區竹林路７１號二樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182602006000?HostId=2&A10OnLineId=3430888,新北市永和區上林里10鄰竹林路67巷8號,N,2026-04-25 18:36,25.013546694542,121.518626958839,25.013615007053,121.518867016546
2063977,【獨家】頂溪捷運黃金三樓🌳住商仁愛光復店,"https://image.houseprice.tw/p1-hpimage/OTA2ODE2MGhwaW1hZ2U,/0957ff4bebe0437b_738x553.jpg",新北市永和區永和路二段,1848,21.75,公寓,3,5,4房2廳1衛,https://buy.houseprice.tw/house/32421920_1978878/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2063977,永和區永和路二段８２號三樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184500288000?HostId=2&A10OnLineId=2063977,臺北縣永和市正興里４鄰永和路二段８２號三樓,N,2026-04-25 18:36,25.011371003935,121.515077977215,25.011371003935,121.515077977215
3431125,秀朗國小電梯4房+車,https://img.hbhousing.com.tw/pictures/A617%2fA617OS223826a.jpg?1777004760,新北市永和區得和路,4300,66.26,電梯,7,7,4房2廳2衛,https://buy.houseprice.tw/house/34734846_1049510/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3431125,永和區得和路２１５號七樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182404013000?HostId=2&A10OnLineId=3431125,台北縣汐止鎮新昌里３０鄰新台五路二段９１號十四樓之六,N,2026-04-25 18:36,25.000300982501,121.519332966543,25.0384125,121.5637046
3430730,漢皇盛世空間好發揮,https://img.hbhousing.com.tw/pictures/A515%2fA515OS221183a.jpg?1776996959,新北市永和區永和路一段,1968,22.49,電梯,3,23,0房1廳1衛,https://buy.houseprice.tw/house/34735286_1049510/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3430730,永和區永和路一段７２巷１３號三樓(疑似),,,Y,2026-04-26 14:47,25.005412015601,121.512911003788,,
3431175,水築館面河景高樓露台戶,https://img.hbhousing.com.tw/pictures/A516%2fA516OS225406a.jpg?1777000810,新北市永和區環河西路二段,7688,99.69,電梯,21,22,5房2廳3衛,https://buy.houseprice.tw/house/34734263_1049510/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3431175,查無,,,N,2026-04-25 18:36,,,,
3431019,近頂溪捷運🌻大都會名廈🌻精美裝潢大空間,https://image.houseprice.tw/p1-hpimage/MTA3NTkxMjNocGltYWdl/3fa017bea8e04e11_1920x1440.jpg,新北市永和區中山路一段,3300,48.17,電梯,4,12,3房2廳2衛,https://buy.houseprice.tw/house/34738355_936056/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3431019,永和區中山路一段１７巷４弄６號四樓之五,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33185001704000?HostId=2&A10OnLineId=3431019,新北市永和區秀和里５鄰林森路４６巷６號,N,2026-04-25 18:36,25.010220000991,121.513541993459,25.005103980659,121.524869967962
3430778,永利路靜巷裝潢3樓,https://image.houseprice.tw/p1-hpimage/MTA3NTU0NjBocGltYWdl/6e3f21448b0e43e1_1024x769.jpg,新北市永和區永利路,1698,27.97,公寓,3,5,3房2廳2衛,https://buy.houseprice.tw/house/34733900_1049510/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3430778,永和區永利路８１巷２弄１０號三樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182300070000?HostId=2&A10OnLineId=3430778,新北市新店區吉祥里1鄰玫瑰路47巷3號,Y,2026-04-26 14:47,25.003364987207,121.521847034582,24.948801982658,121.496465039205
3430773,永和中正黃金收租四寶,https://img.hbhousing.com.tw/pictures/A515%2fA515OS220245a.jpg?1776998798,新北市永和區中正路,2134,27.15,公寓,1,4,4房0廳4衛,https://buy.houseprice.tw/house/34735407_1049510/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3430773,永和區中正路３６８巷１弄１１號(多筆),,,N,2026-04-25 18:36,25.001283006278,121.517960010803,,
3430982,獨賣頂溪高樓景觀車位,https://img.hbhousing.com.tw/pictures/A617%2fA617OS224366a.jpg?1777001879,新北市永和區中山路一段,2868,44.48,車位,10,14,3房2廳2衛,https://buy.houseprice.tw/house/34734725_1049510/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3430982,永和區中山路一段２６號十樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33183102549000?HostId=2&A10OnLineId=3430982,臺北市信義區泰和里３鄰吳興街５５５號,N,2026-04-25 18:36,25.010631007613,121.513706027304,25.022764273464,121.569534699232
3431012,水築館溫馨四房,https://img.hbhousing.com.tw/pictures/A515%2fA515OS223052a.jpg?1777000339,新北市永和區環河西路二段,2968,47.67,電梯,2,22,4房2廳2衛,https://buy.houseprice.tw/house/34734868_1049510/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3431012,永和區環河西路二段２４１號二樓之三,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184703503000?HostId=2&A10OnLineId=3431012,新北市永和區環河西路二段241號二樓之三,N,2026-04-25 18:36,25.009151014969,121.500592036872,25.009151014969,121.500592036872
2064132,永和區-福和大廈大4房,"https://image.houseprice.tw/p1-hpimage/OTA2NjAyOWhwaW1hZ2U,/c7ee7cdf27074c4b_800x600.jpg",新北市永和區福和路,2700,49.03,電梯,6,12,4房2廳2衛,https://buy.houseprice.tw/house/32418994_1143274/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2064132,永和區福和路８７號六樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182202809000?HostId=2&A10OnLineId=2064132,台北縣永和市永褔里２鄰福和路８７號六樓,N,2026-04-25 18:36,25.007825081706,121.522278367319,25.007825081706,121.522278367319
2412717,中信韋霖🍎頂溪🚇仁愛柏麗🏡公園綠景大陽台🍎,"https://image.houseprice.tw/p1-hpimage/OTUxNjczMGhwaW1hZ2U,/0480ba512e4f492e_800x684.jpg",新北市永和區永平路,1688,19.19,電梯,2,20,1房2廳1衛,https://buy.houseprice.tw/house/33051098_1655896/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2412717,永和區永平路３０２巷３２弄２０號二樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184602501000?HostId=2&A10OnLineId=2412717,臺北市中山區新喜里12鄰德惠街170巷1號三樓之4,Y,2026-04-26 14:47,25.013342874502,121.507946034385,25.066258849141,121.531877574293
3345425,❣️儀居團隊❣️專約🌳仁愛特區｜富都吉祥四房平車,https://image.houseprice.tw/p1-hpimage/MTA2MTU2MTFocGltYWdl/c4725cd0896f4e47_1477x1108.jpg,新北市永和區仁愛路,4138,59.68,電梯,12,18,4房2廳2衛,https://buy.houseprice.tw/house/34465511_1279619/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3345425,永和區仁愛路３０６巷１８弄７號十二樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184704998000?HostId=2&A10OnLineId=3345425,新北市永和區仁愛路306巷18弄7號12樓,Y,2026-04-26 14:47,25.009127084636,121.502709389433,25.009127084636,121.502709389433
3431308,永安捷運小商場(5),https://img.hbhousing.com.tw/pictures/A182/A182OS202855a.jpg?20250119,新北市永和區中和路,100,4.54,電梯,1,16,0房0廳0衛,https://buy.houseprice.tw/house/20761139_1227347/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3431308,永和區中和路４８９號地下一樓之三十九(多筆),,,Y,2026-04-26 14:47,25.002140181606,121.510415292117,,
3102140,頂溪捷運🌺新時代兩房+平面車位👉怡蓁,https://image.houseprice.tw/p1-hpimage/MTAyNjQ0ODBocGltYWdl/20eb8138af6f431a_1024x768.jpg,新北市永和區中山路一段,1998,23.63,車位,7,15,2房1廳1衛,https://buy.houseprice.tw/house/34048182_281479/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3102140,永和區中山路一段３８號七樓之五,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33183102903000?HostId=2&A10OnLineId=3102140,新北市永和區信義里7鄰中山路一段38號七樓之5,Y,2026-04-25 18:36,25.0106970151,121.513408972655,25.0106970151,121.513408972655
3429346,專任★朝代大第★公設比低,https://media.cthouse.com.tw/photo/project2/house_photo/202604/2103610-1_new.jpg,新北市永和區成功路2段,1988,27.12,電梯,6,15,3房2廳1衛,https://buy.cthouse.com.tw/house/2103610.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3429346,永和區成功路二段４７巷１號六樓之一(多筆),,,N,2026-04-25 18:36,25.00037901802,121.526934011619,,
3429321,【專任】永和收租美寓,https://media.cthouse.com.tw/photo/project2/house_photo/202507/2047736-3_new.jpg,新北市永和區林森路,1088,14.61,公寓,3,4,3房0廳3衛,https://buy.cthouse.com.tw/house/2047736.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3429321,永和區林森路４８巷１號三樓之一(多筆),,,N,2026-04-25 18:36,25.004646999298,121.524676010723,,
3429371,林森路置產極品金店面,https://media.cthouse.com.tw/photo/project2/house_photo/202604/2103496-1_new.jpg,新北市永和區林森路,1998,33.07,店面,1,7,0房1廳1衛,https://buy.cthouse.com.tw/house/2103496.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3429371,永和區林森路７１號,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33185401555000?HostId=2&A10OnLineId=3429371,台北市中正區河堤里１０鄰金門街３４巷１５號,N,2026-04-25 18:36,25.003972088454,121.524144598061,25.022183156117,121.52177360911
3429341,頂溪捷運-人文藝術3房,https://media.cthouse.com.tw/photo/project2/house_photo/202604/2103539-8b.jpeg,新北市永和區博愛街,1688,26.32,公寓,4,4,3房2廳2衛,https://buy.cthouse.com.tw/house/2103539.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3429341,永和區博愛街２５號四樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182500857000?HostId=2&A10OnLineId=3429341,台北縣永和市光復里３鄰博愛街２５號四樓,N,2026-04-25 18:36,25.015971998226,121.517906031347,25.015971998226,121.517906031347
640053,竹林美巷方正三房,https://media.cthouse.com.tw/photo/project2/house_photo/202506/2039601-7b.jpeg,新北市永和區竹林路,1498,29.22,公寓,4,4,3房2廳1衛,https://buy.cthouse.com.tw/house/2039601.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=640053,永和區竹林路１０９巷１５號四樓(多筆),,,N,2026-04-25 18:36,25.015018011916,121.516829962617,,
3429309,(4659)頂溪仁愛挑高樓中樓,https://www.century21.com.tw/uploads/J147/7631136/A.JPG?v=76c7d6bcb5dd5719,新北市永和區仁愛路,4328,41.55,電梯,12,12,1房2廳3衛,https://www.century21.com.tw/buypage/7631136,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3429309,永和區仁愛路１９５巷８號十二樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184805373000?HostId=2&A10OnLineId=3429309,新北市永和區中溪里１３鄰仁愛路１９５巷６號二樓,Y,2026-04-26 14:47,25.012588283496,121.510062982536,25.012588283496,121.510062982536
